"country","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"Chile",2010,7.6,78.5,1.86,17015048,110041983987,"Americas","SouthAmerica"
"China",2010,13.5,74.3,1.54,1340968737,3246008231781,"Asia","EasternAsia"
"Colombia",2010,15.9,76.4,2.38,45918101,149691353901,"Americas","SouthAmerica"
"Comoros",2010,63.1,67.7,4.92,698695,247231030.9,"Africa","EasternAfrica"
"CongoDem.Rep.",2010,84.8,58.4,6.25,65938712,6961485000,"Africa","MiddleAfrica"
"CongoRep.",2010,42.2,60.4,5.07,4066078,5067059617,"Africa","MiddleAfrica"
"CostaRica",2010,8.9,79.8,1.85,4545273,24349981201,"Americas","CentralAmerica"
"Coted'Ivoire",2010,76.9,56.6,4.91,20131707,11603002049,"Africa","WesternAfrica"
"Croatia",2010,4.6,76.7,1.47,4316425,28003469442,"Europe","SouthernEurope"
"Cuba",2010,4.9,77.8,1.47,11308133,50605230812,"Americas","Caribbean"
"Cyprus",2010,3,80.6,1.48,1103685,12320777568,"Asia","WesternAsia"
"CzechRepublic",2010,3.4,77.5,1.5,10506617,82084475849,"Europe","EasternEurope"
"Denmark",2010,3.3,79.4,1.88,5550959,169362540761,"Europe","NorthernEurope"
"Djibouti",2010,62.2,62.3,3.6,830802,NA,"Africa","EasternAfrica"
"DominicanRepublic",2010,27.9,74.4,2.58,9897983,40196106908,"Americas","Caribbean"
"Ecuador",2010,21.3,75.1,2.66,14934692,24995823420,"Americas","SouthAmerica"
"Egypt",2010,24.3,70.1,2.88,82040994,160258746162,"Africa","NorthernAfrica"
"ElSalvador",2010,17.1,74.1,2.26,6038306,15828594488,"Americas","CentralAmerica"
"EquatorialGuinea",2010,78.9,58.6,5.14,728710,5979285835,"Africa","MiddleAfrica"
"Eritrea",2010,39.4,60.1,4.97,4689664,771116883.1,"Africa","EasternAfrica"
"Estonia",2010,3.6,76.4,1.63,1332089,8014762097,"Europe","NorthernEurope"
"Ethiopia",2010,50.8,62.1,4.9,87561814,18291486355,"Africa","EasternAfrica"
"Fiji",2010,20.3,65.2,2.67,859952,1908465073,"Oceania","Melanesia"
"Finland",2010,2.5,80,1.87,5367693,145421964253,"Europe","NorthernEurope"
"France",2010,3.5,81.4,1.98,62961136,1480999829195,"Europe","WesternEurope"
"FrenchPolynesia",2010,NA,75.62,2.11,268065,NA,"Oceania","Polynesia"
"Gabon",2010,42.8,63,4.21,1541936,6343809583,"Africa","MiddleAfrica"
"Gambia",2010,51.7,66.5,5.8,1693002,1217357172,"Africa","WesternAfrica"
"Georgia",2010,14.9,72.2,1.82,4250132,5597970558,"Asia","WesternAsia"
"Germany",2010,3.5,80.3,1.39,80435307,2069464070055,"Europe","WesternEurope"
"Ghana",2010,50.2,62.9,4.05,24317734,8779397392,"Africa","WesternAfrica"
"Greece",2010,4.1,80.4,1.5,11177509,153647288780,"Europe","SouthernEurope"
"Greenland",2010,NA,70.8,2.2,56546,NA,"Americas","NorthernAmerica"
"Grenada",2010,11.9,71,2.24,104677,572168317.4,"Americas","Caribbean"
"Guatemala",2010,28.4,71.2,3.97,14732261,26801786950,"Americas","CentralAmerica"
"Guinea",2010,71.2,57.9,5.17,11012406,5493989673,"Africa","WesternAfrica"
"Guinea-Bissau",2010,73.4,54.3,5.12,1634196,244395462.7,"Africa","WesternAfrica"
"Guyana",2010,33.5,65.5,2.68,753362,913366257.9,"Americas","SouthAmerica"
"Haiti",2010,85.5,32.2,3.35,9999617,3697137957,"Americas","Caribbean"
"Honduras",2010,20.7,72,3.15,7503875,10582329897,"Americas","CentralAmerica"
"HongKongChina",2010,NA,82.84,1.08,6993570,251168960224,"Asia","EasternAsia"
"Hungary",2010,5.7,74.6,1.36,10014633,56340039480,"Europe","EasternEurope"
"Iceland",2010,1.9,82.8,2.12,318042,10776345915,"Europe","NorthernEurope"
"India",2010,46.3,65.4,2.56,1230984504,973324950212,"Asia","SouthernAsia"
"Indonesia",2010,27.4,69.8,2.43,241613126,274744677420,"Asia","South-EasternAsia"
"Iran",2010,16.4,73.7,1.9,74253373,NA,"Asia","SouthernAsia"
"Iraq",2010,30,67.3,4.21,30868156,23583402031,"Asia","WesternAsia"
"Ireland",2010,3.5,81,2,4617334,123488033779,"Europe","NorthernEurope"
"Israel",2010,3.7,81.6,2.92,7420368,169541631200,"Asia","WesternAsia"
"Italy",2010,3.4,81.9,1.44,59588007,1145744066760,"Europe","SouthernEurope"
"Jamaica",2010,15.5,74.8,2.33,2741253,9799664035,"Americas","Caribbean"
"Japan",2010,2.4,82.7,1.37,127319802,5094422657992,"Asia","EasternAsia"
"Jordan",2010,17.8,77.9,3.46,6517912,15597525670,"Asia","WesternAsia"
"Kazakhstan",2010,19.3,68.5,2.54,16310624,40509097897,"Asia","CentralAsia"
"Kenya",2010,42.4,62.9,4.62,40328313,18988282813,"Africa","EasternAfrica"
"Kiribati",2010,48.3,61.9,3.05,102648,76026236.5,"Oceania","Micronesia"
"SouthKorea",2010,3.5,80.4,1.27,49090041,801399964526,"Asia","EasternAsia"
"Kuwait",2010,9.2,78.5,2.67,3059473,63258429016,"Asia","WesternAsia"
"KyrgyzRepublic",2010,26.5,67.9,2.97,5464567,2030624399,"Asia","CentralAsia"
"Lao",2010,59,64.1,3.29,6260544,3444717298,"Asia","South-EasternAsia"
"Latvia",2010,8.2,73.9,1.55,2090519,11220120363,"Europe","NorthernEurope"
"Lebanon",2010,8.7,78.1,1.51,4337156,28517931595,"Asia","WesternAsia"
"Lesotho",2010,75.2,46.4,3.21,2010586,1076239050,"Africa","SouthernAfrica"
"Liberia",2010,65.2,60.8,5.02,3957990,1040653199,"Africa","WesternAfrica"
"Libya",2010,14.3,75.9,2.53,6265697,NA,"Africa","NorthernAfrica"
"Lithuania",2010,5.6,73.9,1.47,3122835,17527068250,"Europe","NorthernEurope"
"Luxembourg",2010,1.9,81.3,1.64,507889,26516904700,"Europe","WesternEurope"
"MacaoChina",2010,NA,79.75,1,534626,18529951645,"Asia","EasternAsia"
"MacedoniaFYR",2010,8.7,75.2,1.45,2062443,4574540278,"Europe","SouthernEurope"
"Madagascar",2010,42.1,62.4,4.65,21079532,5026822443,"Africa","EasternAfrica"
"Malawi",2010,57.5,55.4,5.64,14769824,2758392725,"Africa","EasternAfrica"
"Malaysia",2010,6.8,74.4,2,28119500,147250929612,"Asia","South-EasternAsia"
"Maldives",2010,11.2,79.2,2.34,332575,1220714434,"Asia","SouthernAsia"
"Mali",2010,82.9,59.2,6.84,15167286,4199858651,"Africa","WesternAfrica"
"Malta",2010,5.6,81.3,1.37,412064,4601833501,"Europe","SouthernEurope"
"Mauritania",2010,70.1,68.6,4.84,3591400,2107593972,"Africa","WesternAfrica"
"Mauritius",2010,13.3,73.4,1.52,1247951,6636426093,"Africa","EasternAfrica"
"Mexico",2010,14.4,75.4,2.28,118617542,692479257709,"Americas","CentralAmerica"
"MicronesiaFed.Sts.",2010,32.9,68.3,3.46,103619,238245803.8,"Oceania","Micronesia"
"Moldova",2010,14.7,70.5,1.48,4084483,2125552360,"Europe","EasternEurope"
"Mongolia",2010,25,65.2,2.44,2712657,2130204298,"Asia","EasternAsia"
"Montenegro",2010,6.3,76.5,1.7,621952,1404515753,"Europe","SouthernEurope"
"Morocco",2010,28.5,73.7,2.58,32107739,59908047776,"Africa","NorthernAfrica"
"Mozambique",2010,71.9,54.4,5.41,24321457,8972305823,"Africa","EasternAfrica"
"Namibia",2010,37.5,61.4,3.23,2193643,6155469329,"Africa","SouthernAfrica"
"Nepal",2010,36.3,69,2.62,26875910,8066414654,"Asia","SouthernAsia"
"Netherlands",2010,3.7,80.8,1.8,16631571,441185443862,"Europe","WesternEurope"
"NewCaledonia",2010,NA,75.67,2.19,246345,NA,"Oceania","Melanesia"
"NewZealand",2010,5.1,80.8,2.12,4369027,64991412282,"Oceania","AustraliaandNewZealand"
"Nicaragua",2010,22,77.2,2.63,5737722,5250044048,"Americas","CentralAmerica"
"Niger",2010,66.1,59.2,7.58,16291990,2781188119,"Africa","WesternAfrica"
"Nigeria",2010,81.5,61.2,6.02,159424742,85581744176,"Africa","WesternAfrica"
"Norway",2010,2.6,81.1,1.95,4891251,195424832685,"Europe","NorthernEurope"
"Oman",2010,10,76.1,2.9,2943747,31567920277,"Asia","WesternAsia"
"Pakistan",2010,73.5,64.5,3.43,170043918,116055243076,"Asia","SouthernAsia"
"Panama",2010,17,77.3,2.55,3620506,21486310530,"Americas","CentralAmerica"
"PapuaNewGuinea",2010,50.3,59.1,3.95,6847517,5103993896,"Oceania","Melanesia"
"Paraguay",2010,20.4,74,2.97,6209877,10463076859,"Americas","SouthAmerica"
"Peru",2010,16.3,78.4,2.51,29373644,92506872121,"Americas","SouthAmerica"
"Philippines",2010,24.9,70.1,3.15,93038902,129017441694,"Asia","South-EasternAsia"
"Poland",2010,5,76.2,1.37,38574682,251030838904,"Europe","EasternEurope"
"Portugal",2010,3.1,79.9,1.33,10584837,124963902469,"Europe","SouthernEurope"
"PuertoRico",2010,NA,77.1,1.66,3709671,62940362095,"Americas","Caribbean"
"Qatar",2010,7.7,79.2,2.09,1765513,56908223147,"Asia","WesternAsia"
"Romania",2010,12.1,73.7,1.37,20298838,56527456853,"Europe","EasternEurope"
"Russia",2010,10.3,68.9,1.57,143158099,415332775199,"Europe","EasternEurope"
"Rwanda",2010,43.8,65.1,4.84,10293669,3583713093,"Africa","EasternAfrica"
"St.Lucia",2010,14.1,74.5,1.98,177397,776681179.1,"Americas","Caribbean"
"St.VincentandtheGrenadines",2010,18.6,71.1,2.07,109316,509682321.6,"Americas","Caribbean"
"Samoa",2010,16,72.6,4.34,186029,328269116.2,"Oceania","Polynesia"
"SaudiArabia",2010,14.7,78.7,2.83,28090647,260739768720,"Asia","WesternAsia"
"Senegal",2010,46.7,64.2,5.05,12956791,6984284544,"Africa","WesternAfrica"
"Serbia",2010,6.6,74.8,1.38,9059046,8710614885,"Europe","SouthernEurope"
"Seychelles",2010,12.2,73.1,2.26,93081,760361490.5,"Africa","EasternAfrica"
"SierraLeone",2010,107,55,4.94,5775902,1574302614,"Africa","WesternAfrica"
"Singapore",2010,2.2,81.3,1.26,5078961,165706962574,"Asia","South-EasternAsia"
"SlovakRepublic",2010,7,75.7,1.35,5406896,45761806914,"Europe","EasternEurope"
"Slovenia",2010,2.7,79.5,1.48,2052480,26082652065,"Europe","SouthernEurope"
"SolomonIslands",2010,26.6,62.7,4.24,526177,615526980,"Oceania","Melanesia"
"SouthAfrica",2010,38.2,54.9,2.47,51621594,187639624489,"Africa","SouthernAfrica"
"Spain",2010,3.9,81.8,1.46,46601492,712152291146,"Europe","SouthernEurope"
"SriLanka",2010,9.4,75,2.34,20201312,27030316336,"Asia","SouthernAsia"
"Sudan",2010,53.3,66.1,4.64,36114885,22819076998,"Africa","NorthernAfrica"
"Suriname",2010,22.1,70.7,2.35,518141,1436104191,"Americas","SouthAmerica"
"Swaziland",2010,59.1,46.4,3.56,1193148,1911603442,"Africa","SouthernAfrica"
"Sweden",2010,2.5,81.6,1.99,9382297,304858727345,"Europe","NorthernEurope"
"Switzerland",2010,3.9,82.3,1.5,7830534,294748691280,"Europe","WesternEurope"
"Syria",2010,13.2,76.5,3.08,20720602,31197626030,"Asia","WesternAsia"
"Tajikistan",2010,44.7,70.1,3.78,7581696,1918729261,"Asia","CentralAsia"
"Tanzania",2010,42.4,61.4,5.43,45648525,19965679449,"Africa","EasternAfrica"
"Thailand",2010,12.5,74.2,1.44,66692024,187494613811,"Asia","South-EasternAsia"
"Timor-Leste",2010,53.1,70.8,6.24,1057122,480540052.4,"Asia","South-EasternAsia"
"Togo",2010,59.3,58.7,4.79,6390851,1595792895,"Africa","WesternAfrica"
"Tonga",2010,15,70.7,3.91,103947,210629397.2,"Oceania","Polynesia"
"TrinidadandTobago",2010,21,71.8,1.8,1328095,14103533738,"Americas","Caribbean"
"Tunisia",2010,14.9,77.1,2.04,10639194,33161453137,"Africa","NorthernAfrica"
"Turkey",2010,16.4,78.8,2.1,72310416,389661484658,"Asia","WesternAsia"
"Turkmenistan",2010,50.4,68.1,2.41,5041995,10397235018,"Asia","CentralAsia"
"Uganda",2010,49.5,57.8,6.16,33149417,12701095116,"Africa","EasternAfrica"
"Ukraine",2010,10.1,70.5,1.44,45647497,47514818744,"Europe","EasternEurope"
"UnitedArabEmirates",2010,7.3,75.6,1.87,8329453,158408504665,"Asia","WesternAsia"
"UnitedKingdom",2010,4.4,80.2,1.9,62716684,1744580105045,"Europe","NorthernEurope"
"UnitedStates",2010,6.3,78.8,1.93,309876170,11547905073444,"Americas","NorthernAmerica"
"Uruguay",2010,10.6,76.2,2.08,3374414,30534154733,"Americas","SouthAmerica"
"Uzbekistan",2010,39.6,70.2,2.41,27739764,26896407919,"Asia","CentralAsia"
"Vanuatu",2010,23.9,63.9,3.5,236299,370549549.6,"Oceania","Melanesia"
"Venezuela",2010,14.3,74.9,2.47,28995745,159404822025,"Americas","SouthAmerica"
"WestBankandGaza",2010,20.2,74.3,4.22,4068780,NA,"Asia","WesternAsia"
"Vietnam",2010,19.8,74.5,1.82,88357775,62832215474,"Asia","South-EasternAsia"
"Yemen",2010,42.4,66.6,4.5,23591972,14638265257,"Asia","WesternAsia"
"Zambia",2010,52.9,53.1,5.81,13917439,5587389858,"Africa","EasternAfrica"
"Zimbabwe",2010,55.8,49.1,3.72,13973897,4032423429,"Africa","EasternAfrica"
